uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_idade_divida_mais_recente,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
AL,MACEIO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1500, 2000]","(1300, 1600]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.94-5-00,Fabricação de massas alimentícias,"(0, 1]","(1300, 1600]",0,0,,,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(15000, 20000]","(50, 100]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Conveniência,213-5 - Empresário (Individual),Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(200, 1000]","(600, 750]",0,0,,,1,,,,,,1
PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.72-5-00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","(1000, 1500]","(0, 25]",0,0,,,0,,,"(4.0, 4.5]","(5, 10]",1,0
PE,CARUARU,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(10000, 15000]","(600, 750]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(3000, 4000]",0,0,,,1,,,,,,0
PE,SAO CAITANO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,14.12-6-03,"Facção de peças do vestuário, exceto roupas íntimas","(1500, 2000]","(3000, 4000]",0,0,,,0,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(50000, 70000]","(350, 450]",3,0,1,Alimentos e Bebidas,1,,,,,,1
CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(15000, 20000]","(8000, 25000]",6,0,5,"Alimentos e Bebidas, Saúde",1,,,,,,0
AL,MACEIO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(8000, 10000]","(1150, 1300]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 5,47.89-0-04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,"(0, 1]","(4000, 5000]",0,0,,,1,,,,,,0
CE,PINDORETAMA,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 5,47.84-9-00,Comércio varejista de gás liqüefeito de petróleo (GLP),"(20000, 30000]","(3000, 4000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(8000, 10000]","(5000, 8000]",2,2,2,Saúde,1,,,,"(0, 5]",1,0
CE,CAUCAIA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(8000, 10000]","(1600, 2000]",0,0,,,0,,,,,,0
PE,RECIFE,Saudável,213-5 - Empresário (Individual),Fonte 5,47.89-0-99,Comércio varejista de outros produtos não especificados anteriormente,"(200, 1000]","(750, 900]",0,0,,,0,,,,,,0
CE,CAUCAIA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(450, 600]",2,0,10,Saúde,1,,,,,,1
AL,SAO MIGUEL DOS CAMPOS,Bar,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(900, 1150]",2,2,25,"Alimentos e Bebidas, Bancos e Financeiro",1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(250, 350]",0,1,2,,1,,,,"(10, 20]",1,0
PB,JOAO PESSOA,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(8000, 25000]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(2000, 2400]",0,0,,,0,,,,,,1
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(2000, 2400]",0,3,13,,0,,,,,,1
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 5,53.20-2-02,Serviços de entrega rápida,"(200, 1000]","(2400, 3000]",0,0,,,0,,,,,,1
PE,CARPINA,Hambúrguer,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(1600, 2000]",0,0,,,1,,,,,,0
PE,CARPINA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(450, 600]",0,0,,,0,,,,,,0
CE,CAUCAIA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(50, 100]",0,0,,,0,,,,,,0
CE,CAUCAIA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(1150, 1300]",1,1,7,Alimentos e Bebidas,1,,,,,,1
CE,EUSEBIO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.22-9-01,Comércio varejista de carnes - açougues,"(2000, 3000]","(150, 250]",0,0,,,0,,,,,,0
PE,BEZERROS,Distribuidor,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(50000, 70000]","(750, 900]",0,0,,,0,,,,,,1
CE,EUSEBIO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.22-9-01,Comércio varejista de carnes - açougues,"(2000, 3000]","(2400, 3000]",0,0,,,0,,,,,,0
PE,CARPINA,Conveniência,213-5 - Empresário (Individual),Fonte 5,10.13-9-01,Fabricação de produtos de carne,"(8000, 10000]","(2400, 3000]",1,0,4,Tecnologia e Pagamentos,0,,,,,,1
PE,CARPINA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.72-5-00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","(3000, 5000]","(150, 250]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Distribuidor,213-5 - Empresário (Individual),Fonte 5,49.30-2-01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","(1, 200]","(350, 450]",0,0,,,0,,,,,,1
PE,POMBOS,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(2400, 3000]",0,0,,,1,,,,,,0
PE,POMBOS,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(5000, 8000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(50000, 70000]","(25, 50]",0,0,,,0,,,,"(1000, 2500]",1,0
PE,CARPINA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(250, 350]",0,0,,,0,,,,,,0
AL,MACEIO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(10000, 15000]","(350, 450]",0,0,,,0,,,,,,0
PE,POMBOS,Distribuidor,213-5 - Empresário (Individual),Fonte 1,47.22-9-01,Comércio varejista de carnes - açougues,"(15000, 20000]","(4000, 5000]",3,0,7,"Alimentos e Bebidas, Financeiro, Diversos",1,,,,,,0
PE,OLINDA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(600, 750]",0,0,,,0,"(10, 20]",$,,,,0
PE,CARUARU,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,56.12-1-00,Serviços ambulantes de alimentação,"(10000, 15000]","(900, 1150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Bar,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(3000, 4000]",2,0,19,Tecnologia e Pagamentos,0,,$,,,,0
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 2,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(15000, 20000]","(100, 150]",0,0,,,0,,,,,,0
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(200, 1000]","(150, 250]",0,0,,,1,,,,,,0
PE,PAUDALHO,Açaí & Sorvetes,213-5 - Empresário (Individual),Fonte 5,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(30000, 50000]","(1600, 2000]",0,1,4,,1,,,"(3.0, 4.0]","(10, 20]",1,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(15000, 20000]","(900, 1150]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(8000, 10000]","(350, 450]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Bar,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(15000, 20000]","(450, 600]",0,0,,,1,,,,,,1
AL,MACEIO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(600, 750]",0,0,,,0,,,,,,0
PE,SAO CAITANO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-01,Fabricação de produtos de panificação industrial,"(200, 1000]","(3000, 4000]",0,0,,,1,,,,,,0
PE,RECIFE,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(0, 25]",0,0,,,0,,,,,,1
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(200, 1000]","(600, 750]",0,0,,,1,,,,,,1
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(10000, 15000]","(1600, 2000]",1,0,4,Tecnologia e Pagamentos,1,,,,,,1
CE,CAUCAIA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(5000, 8000]","(1300, 1600]",0,0,,,1,,,,,,0
PB,BAYEUX,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(30000, 50000]","(1600, 2000]",0,0,,,1,,,,,,0
AL,MACEIO,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 5,47.84-9-00,Comércio varejista de gás liqüefeito de petróleo (GLP),"(15000, 20000]","(25, 50]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Conveniência,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(900, 1150]",1,1,4,Saúde,0,,,,,,0
AL,MACEIO,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 5,47.22-9-01,Comércio varejista de carnes - açougues,"(70000, 100000]","(2400, 3000]",2,0,7,Tecnologia e Pagamentos,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(350, 450]",0,0,,,1,,,,,,0
AL,MACEIO,Cozinha Industrial,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(1500, 2000]","(600, 750]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(30000, 50000]","(3000, 4000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,10.91-1-01,Fabricação de produtos de panificação industrial,"(20000, 30000]","(900, 1150]",0,0,,,0,,$,,,,0
PB,JOAO PESSOA,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(0, 1]","(4000, 5000]",0,0,,,0,,,,,,0
AL,MACEIO,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(20000, 30000]","(900, 1150]",2,0,11,Bancos e Financeiro,1,,,,,,0
PE,RECIFE,Bar,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(2000, 3000]","(900, 1150]",3,0,8,"Bancos e Financeiro, Telecomunicações, Tecnologia e Pagamentos",1,"(20, 30]",$,,,,1
CE,PACATUBA,Churrascaria,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(5000, 8000]","(0, 25]",0,0,,,1,,,,,,1
PE,RECIFE,Churrascaria,213-5 - Empresário (Individual),Fonte 5,53.20-2-02,Serviços de entrega rápida,"(3000, 5000]","(150, 250]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(1500, 2000]","(1300, 1600]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,18.13-0-99,Impressão de material para outros usos,"(1500, 2000]","(1300, 1600]",1,0,40,Financeiro,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 1,47.22-9-01,Comércio varejista de carnes - açougues,"(100000, 200000]","(750, 900]",0,0,,,0,,,,,,1
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.13-0-02,"Lojas de variedades, exceto lojas de departamentos ou magazines","(10000, 15000]","(50, 100]",0,0,,,0,,,,,,0
PE,RECIFE,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(70000, 100000]","(0, 25]",0,0,,,0,,,,,,0
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(15000, 20000]","(1150, 1300]",0,0,,,0,,$,,,,0
AL,MACEIO,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.12-1-00,Serviços ambulantes de alimentação,"(15000, 20000]","(1150, 1300]",1,0,15,Logística,0,,,,,,0
PE,POMBOS,Distribuidor,213-5 - Empresário (Individual),Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(30000, 50000]","(8000, 25000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Churrascaria,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(3000, 4000]",0,0,,,0,,,,,,1
PB,JOAO PESSOA,Saudável,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(2000, 2400]",1,0,10,Bancos e Financeiro,1,,,,,,1
PE,VITORIA DE SANTO ANTAO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(1600, 2000]",1,0,2,Indústria,0,,,"(4.0, 4.5]","(750, 1000]",1,1
PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(4000, 5000]",0,3,27,,1,,,,,,1
AL,MACEIO,Conveniência,206-2 - Sociedade Empresária Limitada,Fonte 5,47.23-7-00,Comércio varejista de bebidas,"(70000, 100000]","(8000, 25000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Office - Escolas & Escritórios & Consultórios & Associações,206-2 - Sociedade Empresária Limitada,Fonte 1,47.71-7-01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas","(20000, 30000]","(750, 900]",0,0,,,0,,,,,,0
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(600, 750]",0,0,,,0,,,,,,0
AL,MACEIO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(100000, 200000]","(250, 350]",0,0,,,1,,,,,,0
PE,RECIFE,Cafeteria,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(20000, 30000]","(0, 25]",0,0,,,1,,,,,,0
CE,CAUCAIA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,45.30-7-03,Comércio a varejo de peças e acessórios novos para veículos automotores,"(30000, 50000]","(5000, 8000]",22,0,2,Distribuição,1,,,,,,1
PE,GRAVATA,Distribuidor,213-5 - Empresário (Individual),Fonte 2,47.23-7-00,Comércio varejista de bebidas,"(50000, 70000]","(900, 1150]",12,4,5,"Alimentos e Bebidas, Indústria, Alimentos e Bebidas, Financeiro",1,,,,,,1
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(200, 1000]","(100, 150]",0,0,,,0,,,"(4.5, 5.0]","(500, 750]",1,0
PE,RECIFE,Distribuidor,213-5 - Empresário (Individual),Fonte 5,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(50000, 70000]","(350, 450]",1,0,10,Bancos e Financeiro,0,,,,,,1
AL,MACEIO,Cozinha Industrial,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(1500, 2000]","(100, 150]",0,0,,,1,,,,,,1
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(350, 450]",0,1,10,,1,,,"(4.0, 4.5]","(500, 750]",1,1
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(5000, 8000]",0,0,,,0,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(25, 50]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(4000, 5000]",0,0,,,0,,,,,,0
AL,MACEIO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1, 200]","(900, 1150]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1000, 1500]","(2000, 2400]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(3000, 5000]","(25, 50]",0,0,,,0,,,,,,0
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(10000, 15000]","(900, 1150]",2,3,4,Tecnologia e Pagamentos,1,"(0, 5]",$,"(4.0, 4.5]","(30, 50]",1,1
AL,MACEIO,Cozinha Industrial,206-2 - Sociedade Empresária Limitada,Fonte 5,47.81-4-00,Comércio varejista de artigos do vestuário e acessórios,"(8000, 10000]","(4000, 5000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,10.13-9-01,Fabricação de produtos de carne,"(2000, 3000]","(900, 1150]",3,0,2,"Distribuição, Telecomunicações",1,,,,,,1
AL,MACEIO,Distribuidor,213-5 - Empresário (Individual),Fonte 5,47.21-1-03,Comércio varejista de laticínios e frios,"(1500, 2000]","(600, 750]",2,0,20,Financeiro,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(4000, 5000]",0,0,,,0,,,,,,0
